name,TAXRANK,is_a
 Bathyraja cousseauae,6.0, Bathyraja
 Bathyraja griseocauda,6.0, Bathyraja
 Bathyraja macloviana,6.0, Bathyraja
 Bathyraja pallida,6.0, Bathyraja
 Bathyraja bergi,6.0, Bathyraja
 Bathyraja albomaculata,6.0, Bathyraja
 Bathyraja scaphiops,6.0, Bathyraja
 Bathyraja multispinis,6.0, Bathyraja
 Bathyraja magellanica,6.0, Bathyraja
 Bathyraja simoterus,6.0, Bathyraja
 Bathyraja minispinosa,6.0, Bathyraja
 Bathyraja eatonii,6.0, Bathyraja
 Bathyraja parmifera,6.0, Bathyraja
 Bathyraja taranetzi,6.0, Bathyraja
 Bathyraja trachura,6.0, Bathyraja
 Arhynchobatis,5.0, Rajidae
 Arhynchobatis asperrimus,6.0, Arhynchobatis
 Atlantoraja,5.0, Rajidae
 Atlantoraja platana,6.0, Atlantoraja
 Atlantoraja castelnaui,6.0, Atlantoraja
 Atlantoraja cyclophora,6.0, Atlantoraja
 Myliobatidae,4.0, Rajiformes
 Pteromylaeus,5.0, Myliobatidae
 Pteromylaeus bovinus,6.0, Pteromylaeus
 Myliobatis,5.0, Myliobatidae
 Myliobatis longirostris,6.0, Myliobatis
 Myliobatis tobijei,6.0, Myliobatis
 Myliobatis australis,6.0, Myliobatis
 Myliobatis goodei,6.0, Myliobatis
 Myliobatis aquila,6.0, Myliobatis
 Myliobatis californica,6.0, Myliobatis
 Aetobatus,5.0, Myliobatidae
 Aetobatus flagellum,6.0, Aetobatus
 Aetobatus ocellatus,6.0, Aetobatus
 Aetobatus narinari,6.0, Aetobatus
 Aetomylaeus,5.0, Myliobatidae
 Aetomylaeus milvus,6.0, Aetomylaeus
 Aetomylaeus maculatus,6.0, Aetomylaeus
 Aetomylaeus vespertilio,6.0, Aetomylaeus
 Aetomylaeus nichofii,6.0, Aetomylaeus
 Manta,5.0, Myliobatidae
 Manta birostris,6.0, Manta
 Manta alfredi,6.0, Manta
 Mobula,5.0, Myliobatidae
 Mobula munkiana,6.0, Mobula
 Mobula kuhlii,6.0, Mobula
 Mobula japanica,6.0, Mobula
 Mobula tarapacana,6.0, Mobula
 Mobula thurstoni,6.0, Mobula
 Mobula hypostoma,6.0, Mobula
 Rhinoptera,5.0, Myliobatidae
 Rhinoptera bonasus,6.0, Rhinoptera
 Rhinoptera steindachneri,6.0, Rhinoptera
 Rhinoptera neglecta,6.0, Rhinoptera
 Rhinoptera jayakari,6.0, Rhinoptera
 Rhinoptera javanica,6.0, Rhinoptera
 Plesiobatidae,4.0, Rajiformes
 Plesiobatis,5.0, Plesiobatidae
 Plesiobatis daviesi,6.0, Plesiobatis
 Hexatrygonidae,4.0, Rajiformes
 Hexatrygon,5.0, Hexatrygonidae
 Hexatrygon bickelli,6.0, Hexatrygon
 Gymnuridae,4.0, Rajiformes
 Gymnura,5.0, Gymnuridae
 Gymnura australis,6.0, Gymnura
 Gymnura altavela,6.0, Gymnura
 Gymnura marmorata,6.0, Gymnura
 Gymnura natalensis,6.0, Gymnura
 Gymnura crebripunctata,6.0, Gymnura
 Gymnura micrura,6.0, Gymnura
 Gymnura poecilura,6.0, Gymnura
 Gymnura japonica,6.0, Gymnura
 Aetoplatea,5.0, Gymnuridae
 Aetoplatea zonura,6.0, Aetoplatea
 Urolophidae,4.0, Rajiformes
 Trygonoptera,5.0, Urolophidae
 Trygonoptera mucosa,6.0, Trygonoptera
 Trygonoptera testacea,6.0, Trygonoptera
 Trygonoptera ovalis,6.0, Trygonoptera
 Trygonoptera imitata,6.0, Trygonoptera
 Trygonoptera personata,6.0, Trygonoptera
 Urolophus,5.0, Urolophidae
 Urolophus aurantiacus,6.0, Urolophus
 Urolophus expansus,6.0, Urolophus
 Urolophus bucculentus,6.0, Urolophus
 Urolophus halleri,6.0, Urolophus
 Urolophus viridis,6.0, Urolophus
 Urolophus sufflavus,6.0, Urolophus
 Urolophus kapalensis,6.0, Urolophus
 Urolophus flavomosaicus,6.0, Urolophus
 Urolophus westraliensis,6.0, Urolophus
 Urolophus maculatus,6.0, Urolophus
 Urolophus cruciatus,6.0, Urolophus
 Urolophus paucimaculatus,6.0, Urolophus
 Urolophus lobatus,6.0, Urolophus
 Urotrygonidae,4.0, Rajiformes
 Urobatis,5.0, Urolophidae
 Urobatis concentricus,6.0, Urobatis
 Urobatis jamaicensis,6.0, Urobatis
 Urotrygon,5.0, Urolophidae
 Urotrygon aspidura,6.0, Urotrygon
 Urotrygon rogersi,6.0, Urotrygon
 Potamotrygonidae,4.0, Rajiformes
 Paratrygon,5.0, Potamotrygonidae
 Paratrygon ajereba,6.0, Paratrygon
 Plesiotrygon,5.0, Potamotrygonidae
 Plesiotrygon iwamae,6.0, Plesiotrygon
 Potamotrygon,5.0, Potamotrygonidae
 Potamotrygon motoro,6.0, Potamotrygon
 Potamotrygon orbignyi,6.0, Potamotrygon
 Potamotrygon yepezi,6.0, Potamotrygon
 Potamotrygon hystrix,6.0, Potamotrygon
 Potamotrygon henlei,6.0, Potamotrygon
 Potamotrygon leopoldi,6.0, Potamotrygon
 Potamotrygon falkneri,6.0, Potamotrygon
 Potamotrygon schroederi,6.0, Potamotrygon
 Potamotrygon scobina,6.0, Potamotrygon
 Taeniura,5.0, Dasyatidae
 Taeniura meyeni,6.0, Taeniura
 Taeniura lymma,6.0, Taeniura
 Taeniura grabata,6.0, Taeniura
 Dasyatidae,4.0, Rajiformes
 Neotrygon,5.0, Dasyatidae
 Neotrygon kuhlii,6.0, Neotrygon
 Neotrygon picta,6.0, Neotrygon
 Pteroplatytrygon,5.0, Dasyatidae
 Pteroplatytrygon violacea,6.0, Pteroplatytrygon
 Dasyatis,5.0, Dasyatidae
 Dasyatis chrysonota,6.0, Dasyatis
 Dasyatis pastinaca,6.0, Dasyatis
 Dasyatis sabina,6.0, Dasyatis
 Dasyatis matsubarai,6.0, Dasyatis
 Dasyatis brevicaudata,6.0, Dasyatis
 Dasyatis hypostigma,6.0, Dasyatis
 Dasyatis acutirostra,6.0, Dasyatis
 Dasyatis margarita,6.0, Dasyatis
 Dasyatis marmorata,6.0, Dasyatis
 Dasyatis lata,6.0, Dasyatis
 Dasyatis zugei,6.0, Dasyatis
 Dasyatis microps,6.0, Dasyatis
 Dasyatis say,6.0, Dasyatis
 Dasyatis laevigata,6.0, Dasyatis
 Dasyatis dipterura,6.0, Dasyatis
 Dasyatis izuensis,6.0, Dasyatis
 Dasyatis americana,6.0, Dasyatis
 Dasyatis navarrae,6.0, Dasyatis
 Dasyatis margaritella,6.0, Dasyatis
 Dasyatis laosensis,6.0, Dasyatis
 Dasyatis akajei,6.0, Dasyatis
 Dasyatis centroura,6.0, Dasyatis
 Dasyatis thetidis,6.0, Dasyatis
 Dasyatis parvonigra,6.0, Dasyatis
 Dasyatis longa,6.0, Dasyatis
 Dasyatis ushiei,6.0, Dasyatis
 Dasyatis guttata,6.0, Dasyatis
 Dasyatis fluviorum,6.0, Dasyatis
 Himantura,5.0, Dasyatidae
 Himantura oxyrhyncha,6.0, Himantura
 Himantura pacifica,6.0, Himantura
 Himantura schmardae,6.0, Himantura
 Himantura leoparda,6.0, Himantura
 Himantura uarnak,6.0, Himantura
 Himantura astra,6.0, Himantura
 Himantura chaophraya,6.0, Himantura
 Himantura lobistoma,6.0, Himantura
 Himantura imbricata,6.0, Himantura
 Himantura hortlei,6.0, Himantura
 Himantura signifer,6.0, Himantura
 Himantura pastinacoides,6.0, Himantura
 Himantura walga,6.0, Himantura
 Himantura undulata,6.0, Himantura
 Himantura granulata,6.0, Himantura
 Himantura toshi,6.0, Himantura
 Himantura uarnacoides,6.0, Himantura
 Himantura fava,6.0, Himantura
 Himantura jenkinsii,6.0, Himantura
 Himantura gerrardi,6.0, Himantura
 Himantura fai,6.0, Himantura
 Urogymnus,5.0, Dasyatidae
 Urogymnus asperrimus,6.0, Urogymnus
 Pastinachus,5.0, Dasyatidae
 Pastinachus solocirostris,6.0, Pastinachus
 Pastinachus sephen,6.0, Pastinachus
 Torpediniformes,3.0, Elasmobranchii
 Narcinidae,4.0, Torpediniformes
 Discopyge,5.0, Narcinidae
 Discopyge tschudii,6.0, Discopyge
 Narcine,5.0, Narcinidae
 Narcine tasmaniensis,6.0, Narcine
 Narcine entemedor,6.0, Narcine
 Narcine timlei,6.0, Narcine
 Narcine brunnea,6.0, Narcine
 Narcine brevilabiata,6.0, Narcine
 Narcine brasiliensis,6.0, Narcine
 Narcine lasti,6.0, Narcine
 Narcine westraliensis,6.0, Narcine
 Benthobatis,5.0, Narcinidae
 Benthobatis kreffti,6.0, Benthobatis
 Narkidae,4.0, Torpediniformes
 Typhlonarke,5.0, Narkidae
 Typhlonarke aysoni,6.0, Typhlonarke
 Narke,5.0, Narkidae
 Narke capensis,6.0, Narke
 Narke dipterygia,6.0, Narke
 Narke japonica,6.0, Narke
 Torpedinidae,4.0, Torpediniformes
 Torpedo,5.0, Torpedinidae
 Torpedo californica,6.0, Torpedo
 Torpedo mackayana,6.0, Torpedo
 Torpedo macneilli,6.0, Torpedo
 Torpedo tokionis,6.0, Torpedo
 Torpedo fuscomaculata,6.0, Torpedo
 Torpedo sinuspersici,6.0, Torpedo
 Torpedo torpedo,6.0, Torpedo
 Torpedo marmorata,6.0, Torpedo
 Torpedo nobiliana,6.0, Torpedo
 Hypnidae,4.0, Torpediniformes
 Hypnos,5.0, Hypnidae
 Hypnos monopterygium,6.0, Hypnos
 Rhinobatidae,4.0, Rajiformes
 Rhinobatos,5.0, Rhinobatidae
 Rhinobatos lentiginosus,6.0, Rhinobatos
 Rhinobatos productus,6.0, Rhinobatos
 Rhinobatos annandalei,6.0, Rhinobatos
 Rhinobatos rhinobatos,6.0, Rhinobatos
 Rhinobatos percellens,6.0, Rhinobatos
 Rhinobatos schlegelii,6.0, Rhinobatos
 Rhinobatos horkelii,6.0, Rhinobatos
 Rhinobatos formosensis,6.0, Rhinobatos
 Rhinobatos penggali,6.0, Rhinobatos
 Rhinobatos jimbaranensis,6.0, Rhinobatos
 Rhinobatos leucospilus,6.0, Rhinobatos
 Rhinobatos cemiculus,6.0, Rhinobatos
 Rhinobatos punctifer,6.0, Rhinobatos
 Rhinobatos glaucostigma,6.0, Rhinobatos
 Rhinobatos variegatus,6.0, Rhinobatos
 Rhinobatos thouin,6.0, Rhinobatos
 Rhinobatos annulatus,6.0, Rhinobatos
 Rhinobatos hynnicephalus,6.0, Rhinobatos
 Glaucostegus,5.0, Rhinobatidae
 Glaucostegus typus,6.0, Glaucostegus
 Zapteryx,5.0, Rhinobatidae
 Zapteryx exasperata,6.0, Zapteryx
 Zapteryx brevirostris,6.0, Zapteryx
 Trygonorrhina,5.0, Rhinobatidae
 Trygonorrhina fasciata,6.0, Trygonorrhina
 Aptychotrema,5.0, Rhinobatidae
 Aptychotrema rostrata,6.0, Aptychotrema
 Aptychotrema vincentiana,6.0, Aptychotrema
 Rhynchobatus,5.0, Rhinobatidae
 Rhynchobatus palpebratus,6.0, Rhynchobatus
 Rhynchobatus laevis,6.0, Rhynchobatus
 Rhynchobatus australiae,6.0, Rhynchobatus
 Rhynchobatus djiddensis,6.0, Rhynchobatus
 Zanobatus,5.0, Rhinobatidae
 Zanobatus schoenleinii,6.0, Zanobatus
 Rhina,5.0, Rhinobatidae
 Rhina ancylostoma,6.0, Rhina
 Pristidae,4.0, Pristiformes
 Anoxypristis,5.0, Pristidae
 Anoxypristis cuspidata,6.0, Anoxypristis
 Pristis,5.0, Pristidae
 Pristis clavata,6.0, Pristis
 Pristis zijsron,6.0, Pristis
 Pristis pectinata,6.0, Pristis
 Pristis microdon,6.0, Pristis
 Pristis perotteti,6.0, Pristis
 Teleostomi,, Gnathostomata
 Euteleostomi,, Teleostomi
 Sarcopterygii,2.0, Euteleostomi
 Tetrapoda,, Elpistostegalia
 Amphibia,, Tetrapoda
 Caudata,3.0, Amphibia
 Sirenidae,4.0, Caudata
 Pseudobranchus,5.0, Sirenidae
 Pseudobranchus axanthus,6.0, Pseudobranchus
 Pseudobranchus striatus,6.0, Pseudobranchus
 Siren,5.0, Sirenidae
 Siren lacertina,6.0, Siren
 Siren intermedia,6.0, Siren
 Ambystomatidae,4.0, Caudata
 Ambystoma,5.0, Ambystomatidae
 Ambystoma ordinarium,6.0, Ambystoma
 Ambystoma andersoni,6.0, Ambystoma
 Ambystoma dumerilii,6.0, Ambystoma
 Ambystoma bishopi,6.0, Ambystoma
 Ambystoma flavipiperatum,6.0, Ambystoma
 Ambystoma gracile,6.0, Ambystoma
 Ambystoma lermaense,6.0, Ambystoma
 Ambystoma granulosum,6.0, Ambystoma
 Ambystoma mexicanum,6.0, Ambystoma
 Ambystoma jeffersonianum,6.0, Ambystoma
 Ambystoma laterale,6.0, Ambystoma
 Ambystoma barbouri,6.0, Ambystoma
 Ambystoma rosaceum,6.0, Ambystoma
 Ambystoma tigrinum,6.0, Ambystoma
 Ambystoma texanum,6.0, Ambystoma
 Ambystoma maculatum,6.0, Ambystoma
 Ambystoma talpoideum,6.0, Ambystoma
 Ambystoma opacum,6.0, Ambystoma
 Ambystoma taylori,6.0, Ambystoma
 Ambystoma cingulatum,6.0, Ambystoma
 Ambystoma rivulare,6.0, Ambystoma
 Ambystoma velasci,6.0, Ambystoma
 Ambystoma mabeei,6.0, Ambystoma
 Ambystoma macrodactylum,6.0, Ambystoma
 Ambystoma amblycephalum,6.0, Ambystoma
 Ambystoma annulatum,6.0, Ambystoma
 Ambystoma californiense,6.0, Ambystoma
 Rhyacotritonidae,4.0, Caudata
 Rhyacotriton,5.0, Rhyacotritonidae
 Rhyacotriton cascadae,6.0, Rhyacotriton
 Rhyacotriton variegatus,6.0, Rhyacotriton
 Rhyacotriton olympicus,6.0, Rhyacotriton
 Rhyacotriton kezeri,6.0, Rhyacotriton
 Amphiumidae,4.0, Caudata
 Amphiuma,5.0, Amphiumidae
 Amphiuma pholeter,6.0, Amphiuma
 Amphiuma tridactylum,6.0, Amphiuma
 Amphiuma means,6.0, Amphiuma
 Proteidae,4.0, Caudata
 Necturus,5.0, Necturinae
 Necturus maculosus,6.0, Necturus
 Necturus alabamensis,6.0, Necturus
 Necturus punctatus,6.0, Necturus
 Necturus lewisi,6.0, Necturus
 Necturus beyeri,6.0, Necturus
 Proteus,5.0, Proteinae
 Proteus anguinus,6.0, Proteus
 Dicamptodontidae,4.0, Caudata
 Dicamptodon,5.0, Dicamptodontidae
 Dicamptodon ensatus,6.0, Dicamptodon
 Dicamptodon copei,6.0, Dicamptodon
 Dicamptodon tenebrosus,6.0, Dicamptodon
 Dicamptodon aterrimus,6.0, Dicamptodon
 Plethodontidae,4.0, Caudata
 Plethodontinae,24.0, Plethodontidae
 Hydromantes,5.0, Plethodontinae
 Hydromantes genei,6.0, Hydromantes
 Hydromantes brunus,6.0, Hydromantes
 Hydromantes flavus,6.0, Hydromantes
 Hydromantes italicus,6.0, Hydromantes
 Hydromantes ambrosii,6.0, Hydromantes
 Hydromantes supramontis,6.0, Hydromantes
 Hydromantes imperialis,6.0, Hydromantes
 Hydromantes strinatii,6.0, Hydromantes
 Hydromantes sarrabusensis,6.0, Hydromantes
 Hydromantes platycephalus,6.0, Hydromantes
 Hydromantes shastae,6.0, Hydromantes
 Plethodon,5.0, Plethodontinae
 Plethodon asupak,6.0, Plethodon
 Plethodon idahoensis,6.0, Plethodon
 Plethodon elongatus,6.0, Plethodon
 Plethodon websteri,6.0, Plethodon
 Plethodon sherando,6.0, Plethodon
 Plethodon dorsalis,6.0, Plethodon
 Plethodon nettingi,6.0, Plethodon
 Plethodon electromorphus,6.0, Plethodon
 Plethodon virginia,6.0, Plethodon
 Plethodon punctatus,6.0, Plethodon
 Plethodon cinereus,6.0, Plethodon
 Plethodon hubrichti,6.0, Plethodon
 Plethodon shenandoah,6.0, Plethodon
 Plethodon wehrlei,6.0, Plethodon
 Plethodon welleri,6.0, Plethodon
 Plethodon vandykei,6.0, Plethodon
 Plethodon vehiculum,6.0, Plethodon
 Plethodon jordani,6.0, Plethodon
 Plethodon yonahlossee,6.0, Plethodon
 Plethodon angusticlavius,6.0, Plethodon
 Plethodon ocmulgee,6.0, Plethodon
 Plethodon kiamichi,6.0, Plethodon
 Plethodon variolatus,6.0, Plethodon
 Plethodon kisatchie,6.0, Plethodon
 Plethodon sequoyah,6.0, Plethodon
 Plethodon aureolus,6.0, Plethodon
 Plethodon chattahoochee,6.0, Plethodon
 Plethodon shermani,6.0, Plethodon
 Plethodon cheoah,6.0, Plethodon
 Plethodon kentucki,6.0, Plethodon
 Plethodon meridianus,6.0, Plethodon
 Plethodon grobmani,6.0, Plethodon
 Plethodon caddoensis,6.0, Plethodon
 Plethodon albagula,6.0, Plethodon
 Plethodon serratus,6.0, Plethodon
 Plethodon amplus,6.0, Plethodon
 Plethodon richmondi,6.0, Plethodon
 Plethodon savannah,6.0, Plethodon
 Plethodon chlorobryonis,6.0, Plethodon
 Plethodon teyahalee,6.0, Plethodon
 Plethodon montanus,6.0, Plethodon
 Plethodon stormi,6.0, Plethodon
 Plethodon mississippi,6.0, Plethodon
 Plethodon neomexicanus,6.0, Plethodon
 Plethodon larselli,6.0, Plethodon
 Plethodon petraeus,6.0, Plethodon
 Plethodon ouachitae,6.0, Plethodon
 Plethodon dunni,6.0, Plethodon
 Plethodon glutinosus,6.0, Plethodon
 Plethodon hoffmani,6.0, Plethodon
 Plethodon fourchensis,6.0, Plethodon
 Plethodon ventralis,6.0, Plethodon
 Plethodon metcalfi,6.0, Plethodon
 Plethodon cylindraceus,6.0, Plethodon
 Aneides,5.0, Plethodontinae
 Aneides lugubris,6.0, Aneides
 Aneides hardii,6.0, Aneides
 Aneides aeneus,6.0, Aneides
 Aneides vagrans,6.0, Aneides
 Aneides flavipunctatus,6.0, Aneides
 Aneides ferreus,6.0, Aneides
 Karsenia,5.0, Plethodontinae
 Karsenia koreana,6.0, Karsenia
 Desmognathus,5.0, Plethodontinae
 Desmognathus conanti,6.0, Desmognathus
 Desmognathus brimleyorum,6.0, Desmognathus
 Desmognathus auriculatus,6.0, Desmognathus
 Desmognathus aeneus,6.0, Desmognathus
 Desmognathus monticola,6.0, Desmognathus
 Desmognathus marmoratus,6.0, Desmognathus
 Desmognathus imitator,6.0, Desmognathus
 Desmognathus fuscus,6.0, Desmognathus
 Desmognathus welteri,6.0, Desmognathus
 Desmognathus folkertsi,6.0, Desmognathus
 Desmognathus santeetlah,6.0, Desmognathus
 Desmognathus quadramaculatus,6.0, Desmognathus
 Desmognathus ochrophaeus,6.0, Desmognathus
 Desmognathus orestes,6.0, Desmognathus
 Desmognathus ocoee,6.0, Desmognathus
 Desmognathus carolinensis,6.0, Desmognathus
 Desmognathus wrighti,6.0, Desmognathus
 Desmognathus planiceps,6.0, Desmognathus
 Desmognathus apalachicolae,6.0, Desmognathus
 Ensatina,5.0, Plethodontinae
 Ensatina eschscholtzii,6.0, Ensatina
 Phaeognathus,5.0, Plethodontinae
 Phaeognathus hubrichti,6.0, Phaeognathus
 Hemidactyliinae,24.0, Plethodontidae
 Parvimolge,5.0, Hemidactyliinae
 Parvimolge townsendi,6.0, Parvimolge
 Nyctanolis,5.0, Hemidactyliinae
 Nyctanolis pernix,6.0, Nyctanolis
 Thorius,5.0, Hemidactyliinae
 Thorius dubitus,6.0, Thorius
 Thorius minutissimus,6.0, Thorius
 Thorius troglodytes,6.0, Thorius
 Thorius magnipes,6.0, Thorius
 Batrachoseps,5.0, Hemidactyliinae
 Batrachoseps campi,6.0, Batrachoseps
 Batrachoseps gabrieli,6.0, Batrachoseps
 Batrachoseps wrighti,6.0, Batrachoseps
 Batrachoseps simatus,6.0, Batrachoseps
 Batrachoseps luciae,6.0, Batrachoseps
 Batrachoseps incognitus,6.0, Batrachoseps
 Batrachoseps pacificus,6.0, Batrachoseps
 Batrachoseps gregarius,6.0, Batrachoseps
 Batrachoseps minor,6.0, Batrachoseps
 Batrachoseps diabolicus,6.0, Batrachoseps
 Batrachoseps nigriventris,6.0, Batrachoseps
 Batrachoseps kawia,6.0, Batrachoseps
 Batrachoseps regius,6.0, Batrachoseps
 Batrachoseps relictus,6.0, Batrachoseps
 Batrachoseps attenuatus,6.0, Batrachoseps
 Batrachoseps bramei,6.0, Batrachoseps
 Batrachoseps stebbinsi,6.0, Batrachoseps
 Batrachoseps major,6.0, Batrachoseps
 Batrachoseps gavilanensis,6.0, Batrachoseps
 Bolitoglossa,5.0, Hemidactyliinae
 Bolitoglossa mombachoensis,6.0, Bolitoglossa
 Bolitoglossa epimela,6.0, Bolitoglossa
 Bolitoglossa marmorea,6.0, Bolitoglossa
 Bolitoglossa minutula,6.0, Bolitoglossa
 Bolitoglossa gracilis,6.0, Bolitoglossa
 Bolitoglossa chinanteca,6.0, Bolitoglossa
 Bolitoglossa orestes,6.0, Bolitoglossa
 Bolitoglossa mexicana,6.0, Bolitoglossa
 Bolitoglossa pesrubra,6.0, Bolitoglossa
 Bolitoglossa cerroensis,6.0, Bolitoglossa
 Bolitoglossa adspersa,6.0, Bolitoglossa
 Bolitoglossa helmrichi,6.0, Bolitoglossa
 Bolitoglossa flaviventris,6.0, Bolitoglossa
 Bolitoglossa riletti,6.0, Bolitoglossa
 Bolitoglossa hartwegi,6.0, Bolitoglossa
 Bolitoglossa macrinii,6.0, Bolitoglossa
 Bolitoglossa dofleini,6.0, Bolitoglossa
 Bolitoglossa hermosa,6.0, Bolitoglossa
 Bolitoglossa engelhardti,6.0, Bolitoglossa
 Bolitoglossa zapoteca,6.0, Bolitoglossa
 Bolitoglossa odonnelli,6.0, Bolitoglossa
 Bolitoglossa platydactyla,6.0, Bolitoglossa
 Bolitoglossa lignicolor,6.0, Bolitoglossa
 Bolitoglossa oaxacensis,6.0, Bolitoglossa
 Bolitoglossa morio,6.0, Bolitoglossa
 Bolitoglossa striatula,6.0, Bolitoglossa
 Bolitoglossa yucatana,6.0, Bolitoglossa
 Bolitoglossa robinsoni,6.0, Bolitoglossa
 Bolitoglossa nympha,6.0, Bolitoglossa
 Bolitoglossa splendida,6.0, Bolitoglossa
 Bolitoglossa stuarti,6.0, Bolitoglossa
 Bolitoglossa kamuk,6.0, Bolitoglossa
 Bolitoglossa ninadormida,6.0, Bolitoglossa
 Bolitoglossa nigrescens,6.0, Bolitoglossa
 Bolitoglossa nussbaumi,6.0, Bolitoglossa
 Bolitoglossa compacta,6.0, Bolitoglossa
 Bolitoglossa gomezi,6.0, Bolitoglossa
 Bolitoglossa subpalmata,6.0, Bolitoglossa
 Bolitoglossa aureogularis,6.0, Bolitoglossa
 Bolitoglossa suchitanensis,6.0, Bolitoglossa
 Bolitoglossa bramei,6.0, Bolitoglossa
 Bolitoglossa xibalba,6.0, Bolitoglossa
 Bolitoglossa eremia,6.0, Bolitoglossa
 Bolitoglossa heiroreias,6.0, Bolitoglossa
 Bolitoglossa centenorum,6.0, Bolitoglossa
 Bolitoglossa daryorum,6.0, Bolitoglossa
 Bolitoglossa meliana,6.0, Bolitoglossa
 Bolitoglossa mulleri,6.0, Bolitoglossa
 Bolitoglossa huehuetenanguensis,6.0, Bolitoglossa
 Bolitoglossa kaqchikelorum,6.0, Bolitoglossa
 Bolitoglossa zacapensis,6.0, Bolitoglossa
 Bolitoglossa cuchumatana,6.0, Bolitoglossa
 Bolitoglossa rufescens,6.0, Bolitoglossa
 Bolitoglossa schizodactyla,6.0, Bolitoglossa
 Bolitoglossa porrasorum,6.0, Bolitoglossa
 Bolitoglossa rostrata,6.0, Bolitoglossa
 Bolitoglossa paraensis,6.0, Bolitoglossa
 Bolitoglossa peruviana,6.0, Bolitoglossa
 Bolitoglossa occidentalis,6.0, Bolitoglossa
 Bolitoglossa palmata,6.0, Bolitoglossa
 Bolitoglossa synoria,6.0, Bolitoglossa
 Bolitoglossa sima,6.0, Bolitoglossa
 Bolitoglossa conanti,6.0, Bolitoglossa
 Bolitoglossa colonnea,6.0, Bolitoglossa
 Bolitoglossa celaque,6.0, Bolitoglossa
 Bolitoglossa tica,6.0, Bolitoglossa
 Bolitoglossa equatoriana,6.0, Bolitoglossa
 Bolitoglossa carri,6.0, Bolitoglossa
 Bolitoglossa biseriata,6.0, Bolitoglossa
 Bolitoglossa alvaradoi,6.0, Bolitoglossa
 Bolitoglossa altamazonica,6.0, Bolitoglossa
 Bolitoglossa medemi,6.0, Bolitoglossa
 Bolitoglossa longissima,6.0, Bolitoglossa
 Bolitoglossa lincolni,6.0, Bolitoglossa
 Bolitoglossa franklini,6.0, Bolitoglossa
 Bolitoglossa sooyorum,6.0, Bolitoglossa
 Bolitoglossa flavimembris,6.0, Bolitoglossa
 Bolitoglossa robusta,6.0, Bolitoglossa
 Bolitoglossa dunni,6.0, Bolitoglossa
 Bolitoglossa diaphora,6.0, Bolitoglossa
 Bolitoglossa decora,6.0, Bolitoglossa
 Hemidactylium,5.0, Hemidactyliinae
 Hemidactylium scutatum,6.0, Hemidactylium
 Urspelerpes,5.0, Hemidactyliinae
 Urspelerpes brucei,6.0, Urspelerpes
 Chiropterotriton,5.0, Hemidactyliinae
 Chiropterotriton arboreus,6.0, Chiropterotriton
 Chiropterotriton chondrostega,6.0, Chiropterotriton
 Chiropterotriton lavae,6.0, Chiropterotriton
 Chiropterotriton magnipes,6.0, Chiropterotriton
 Chiropterotriton cracens,6.0, Chiropterotriton
 Chiropterotriton dimidiatus,6.0, Chiropterotriton
 Chiropterotriton terrestris,6.0, Chiropterotriton
 Chiropterotriton priscus,6.0, Chiropterotriton
 Chiropterotriton orculus,6.0, Chiropterotriton
 Chiropterotriton multidentatus,6.0, Chiropterotriton
 Oedipina,5.0, Hemidactyliinae
 Oedipina taylori,6.0, Oedipina
 Oedipina kasios,6.0, Oedipina
 Oedipina quadra,6.0, Oedipina
 Oedipina nica,6.0, Oedipina
 Oedipina uniformis,6.0, Oedipina
 Oedipina leptopoda,6.0, Oedipina
 Oedipina pseudouniformis,6.0, Oedipina
 Oedipina koehleri,6.0, Oedipina
 Oedipina poelzi,6.0, Oedipina
 Oedipina stenopodia,6.0, Oedipina
 Oedipina collaris,6.0, Oedipina
 Oedipina grandis,6.0, Oedipina
 Oedipina pacificensis,6.0, Oedipina
 Oedipina tomasi,6.0, Oedipina
 Oedipina alleni,6.0, Oedipina
 Oedipina savagei,6.0, Oedipina
 Oedipina maritima,6.0, Oedipina
 Oedipina carablanca,6.0, Oedipina
 Oedipina parvipes,6.0, Oedipina
 Oedipina elongata,6.0, Oedipina
 Oedipina complex,6.0, Oedipina
 Oedipina gephyra,6.0, Oedipina
 Oedipina cyclocauda,6.0, Oedipina
 Oedipina gracilis,6.0, Oedipina
 Stereochilus,5.0, Hemidactyliinae
 Stereochilus marginatus,6.0, Stereochilus
 Bradytriton,5.0, Hemidactyliinae
 Bradytriton silus,6.0, Bradytriton
 Cryptotriton,5.0, Hemidactyliinae
 Cryptotriton nasalis,6.0, Cryptotriton
 Cryptotriton alvarezdeltoroi,6.0, Cryptotriton
 Cryptotriton veraepacis,6.0, Cryptotriton
 Pseudotriton,5.0, Hemidactyliinae
 Pseudotriton ruber,6.0, Pseudotriton
 Pseudotriton montanus,6.0, Pseudotriton
 Nototriton,5.0, Hemidactyliinae
 Nototriton limnospectator,6.0, Nototriton
 Nototriton picucha,6.0, Nototriton
 Nototriton picadoi,6.0, Nototriton
 Nototriton richardi,6.0, Nototriton
 Nototriton brodiei,6.0, Nototriton
 Nototriton gamezi,6.0, Nototriton
 Nototriton guanacaste,6.0, Nototriton
 Nototriton lignicola,6.0, Nototriton
 Nototriton barbouri,6.0, Nototriton
 Nototriton abscondens,6.0, Nototriton
 Nototriton matama,6.0, Nototriton
 Nototriton stuarti,6.0, Nototriton
 Nototriton saslaya,6.0, Nototriton
